sent,received,amount,date
91,24424e84-b12e-42c0-91ab-c7fa477f5a51,52cf379e-2cc1-41e8-a14b-3800b219d2e8,58.78,2022-07-08 05:58:23
92,4b99c353-ada3-42cc-b385-24f8d37ee434,3016669e-936e-4cf6-866f-3b3bd072d90f,20.41,2022-06-20 06:53:35
93,fb0c1111-5a79-4940-911a-1dbf52407a02,23f718d6-bbcc-4fff-ac7b-b4f147c41875,32.78,2022-09-11 18:09:14
94,1c8b2a4f-6697-4305-89e5-61f62bb159bd,8cfc6f68-c88e-47aa-b2ea-2a5949ff8791,17.48,2022-12-07 22:02:41
95,4b993c8c-f6a3-466f-b587-5fdab52ba0d7,d3c5021c-a1ca-48d6-a080-21740f96ec68,42.98,2022-07-07 15:17:57
96,6db260fe-1d87-40c1-81e9-2e3acae0306e,6a7af6c6-468d-4757-a665-03ad674359ce,64.4,2022-04-01 13:58:29
97,4ecc817a-ac5a-413b-96c7-97624eb0935d,180673ac-0a7b-4e49-afdc-0013934c2c20,13.03,2022-01-01 21:46:47
98,57d2ae0b-42bd-4327-8c2b-f081cc461a0b,ce972ef7-6827-4902-a9b2-b30d9536b0ca,78.63,2022-10-04 22:34:46
99,ed21703c-fb53-4867-8300-d57cdd1bbfea,08758098-7111-4f8c-88d3-f136f96eaff8,23.95,2022-08-14 10:08:00
0,fceca5f2-bf08-4890-966c-103160bf32ef,7d6f7885-7156-47e6-bc8c-3c6dcaf0db42,22.1,2022-12-16 08:37:13
1,c06bbb02-6bd1-4dcf-9a7f-bafe78b3d802,16c8be8b-4593-42f8-a21d-c830ef53b05e,59.58,2022-12-13 07:37:10
2,44f50276-17b5-4580-aca2-9957530d30d3,fe433d83-bb76-4012-811e-c88f3a596cc3,20.39,2022-10-25 04:43:40
3,ca616692-77a6-40e6-b6a6-7e1813c3e675,fc36d498-66f9-4c0b-a544-0aad06730fdf,75.49,2022-03-19 07:50:27
4,3b509e0f-bdfd-46b2-84fe-652b4aaa63c4,3c837241-d7f0-4a6c-bfec-aac6537b84bf,63.18,2022-04-27 21:11:51
5,4165dd5b-af85-4a6d-b11b-45beb70ae0ea,f8677a86-6ea6-431d-a33c-3635a5d4c64c,55.46,2022-03-23 00:17:39
6,996e3d7c-cf4b-4061-8c92-bec542b0f05b,82775782-c542-4b84-aa47-be29b44521dc,32.03,2022-10-22 16:48:34
7,f3d07153-30eb-469d-b232-016d7c31bbee,6d941be0-b798-419b-bb38-1f11fd88b1ff,46.55,2022-09-16 04:12:59
8,1532cd48-315b-4386-b36f-3c64270fd613,7ec12914-6939-467b-9a97-0184239e76e0,88.08,2022-06-28 09:35:51
9,6f17fd61-513b-4ce8-93a0-d84503fc9d2a,81c4536b-620c-461e-8828-d34d10d40c65,64.08,2022-09-16 15:26:34
10,51c98ab4-a987-415e-b540-47333da06a5e,866846bc-4ce2-400b-b130-6092dc6e515f,39.61,2022-09-01 03:34:13
11,daf751a3-f031-472e-9da6-22f58a5b8ec3,78d5d5a0-864e-4cef-9a50-7271eaf88696,18.35,2022-08-01 22:06:04
12,584ea706-62d7-447f-a47a-617a6efc9d0f,d3c5021c-a1ca-48d6-a080-21740f96ec68,55.21,2022-05-09 15:38:07
13,04ffeeba-fc7d-41a8-b88e-41821c23da1a,ce50f40e-81df-4cfd-b6d8-b44ac826a6a4,26.23,2022-08-16 04:03:22
14,57e10c21-95e8-4333-a81c-4e13ff0ef086,ed85a597-bb5d-4ceb-b7ed-8a35606c4440,87.57,2022-12-03 15:09:58
15,a1f215ea-a26d-4223-a131-0f8e0a13d8da,fec05598-389f-4734-9bd6-79d7d94277fb,15.37,2022-02-04 19:24:44
16,6212b325-e53c-4d2a-9ed9-64f2d4622cc0,795eff70-f460-4552-b4af-18441c73e67b,81.98,2022-01-22 09:29:04
17,d254899c-170f-47d5-ab65-27c5b6045c21,a3c9f3de-a688-426b-9a6f-97fc637e0ffe,69.88,2022-03-29 01:34:48
18,d07ffee3-f236-470e-9003-fd9b54ba466f,d643baea-4f33-45bc-9b3a-daf2d53b173f,32.9,2022-01-02 09:15:40
19,6129429f-1e38-4977-aef0-3c81a8240c8a,84f59d95-81b1-4de9-8c18-4cac7a930742,17.77,2022-10-05 11:40:43
20,3c5affd0-b955-45a5-835a-3fe43fc386ed,a933c5ce-83f0-488b-915a-e1b835595df1,94.66,2022-09-19 06:58:09
21,a8fbbecc-fd2e-4497-aa1d-6d087a5cca39,b46b8e5a-f3e0-4945-bef0-dcc73c378fbb,42.31,2022-02-22 18:54:03
22,681f403e-e0b6-4066-8740-d7463d10d908,b6a5de94-0d30-4334-b3af-88da1af27f45,43.58,2022-03-13 02:54:29
23,f2108072-23e7-4926-a252-f03d5872bd06,bed0c4dc-8b52-48e6-906f-ed6cc86cb8bf,22.75,2022-06-12 02:02:28
24,9b9d7950-2b9e-4522-9910-c82203bd1e59,5226303a-153d-4e95-9176-6c437dbafd7e,88.39,2022-06-21 15:46:06
25,6daa2681-9255-4770-a8be-4083dd0119a3,de0bbe62-0968-477c-8c36-9f6d241559a5,55.89,2022-08-17 11:42:36
26,225a84f3-2409-410a-9ad7-a765f33ee1cb,c16cc97a-f5b3-41af-8e4e-c506a3b716e8,57.98,2022-12-19 10:31:51
27,ab7384ab-f7c0-486a-abfe-31183697b24b,604c39d5-6cb4-4519-9193-fc144a9d6be1,60.08,2022-03-29 01:29:10
28,e20f5ca2-c008-41fa-833e-22dd4a94b410,a8cbbcfe-4a81-45ca-aada-f3b55126a5c8,99.9,2022-03-22 21:46:51
29,7679c326-2f6c-45e0-9e4a-8c696ddd552f,6c8fe813-31d0-4802-b040-5c11724e28c8,94.31,2022-05-18 16:20:59
30,61f96b4a-788b-4831-b2ac-676eced31485,a748f5c4-3ec1-4b6c-bb5e-c8e713d6d883,35.95,2022-04-04 01:20:30
31,f027125c-cd39-45d6-bbff-92a2c4584023,ba507cc0-a3c9-4d83-ba64-b5d0092d75a5,52.78,2022-07-27 17:29:59
32,bfdb6e8a-05f3-453e-b715-11816148f663,fd2509d1-97d3-459a-b169-19dfc28355d7,66.65,2022-12-11 03:52:27
33,e05ba190-af25-438a-a0ae-0f21dc5c502b,da853e2f-6024-45fb-a7e9-b9a138979a03,26.03,2022-11-17 17:10:48
34,7f084f86-7b7b-4353-a3f9-16a3a0fc279a,c198cf8b-3f6b-4e19-b42f-5391f20025d7,79.07,2022-05-09 21:20:16
35,55a72f56-c72c-4f87-b6a6-2a8274f727b6,736f4f74-6ead-4029-aafc-31bb4bcf25b3,18.33,2022-01-17 20:31:07
36,64313db1-3b0a-48e2-a5ea-61ff1b4e4b6b,8d17b59f-c7ee-4cc3-9497-d88aeeb06d03,70.02,2022-09-08 18:10:21
37,fe7c2312-e57d-4f16-8a78-7e39625e0ec0,a2038d82-6760-486a-926c-49b1f01055dc,62.1,2022-11-09 10:05:11
38,c25fbd97-bca8-485e-90aa-c4f2d9039452,4c14c6dd-bd7d-40a4-8b3d-24c6b9574787,87.93,2022-06-29 02:08:02
39,48c1279a-8116-46f2-aa63-cc47ab3694d8,d1ca1b5e-9d47-43dc-a05c-c0b6ac8c6376,33.27,2022-01-30 15:38:24
40,f7465a0f-4acb-49f9-915a-73fe109d52c2,5c7df1ea-9dad-4345-9123-9c2e0fec70b5,88.44,2022-01-07 19:56:31
41,a49542a8-acee-4c02-be79-4333d402ed70,e8c35495-ab7d-47fc-9d5d-d3812fe592f0,86.95,2022-02-27 17:36:14
42,13f2cfad-244b-4478-bfa0-67a9d7ff368f,6d6c3153-1d95-40f0-bf7c-0eac8ce975df,25.79,2022-06-24 06:20:39
43,055a2e5b-529f-49af-88ef-d2528019b732,4a4abfcf-4282-480d-bb8c-a5ce535ff857,96.72,2022-12-26 10:31:33
44,10548846-bad3-4890-8cbc-917c5c5aa8ff,904ed442-04e1-4baa-bc3c-c20ed73b15bb,20.61,2022-02-15 14:50:48
45,00bfa215-4429-4fc5-9880-6de6f4d34543,04a4bf11-5d5a-479f-ac51-7f91bbf94f76,92.63,2022-04-13 07:57:09
46,561adc48-ddbf-438a-a322-735e8bd245a6,9b9f566d-7e3f-4860-8207-a0d1cc5f2d4d,10.52,2022-06-21 06:50:24
47,c7f4debc-5756-4b6d-beb1-412f8dd957ef,9f15be5f-236d-4054-8af4-655eae5836a8,28.24,2022-01-13 13:13:25
48,9536bc0a-f196-4126-9afb-16394ddd703a,4c6abba2-76e5-466f-b27d-c16dfcb97bf9,87.07,2022-03-16 14:44:04
49,d51216d2-9e0b-4adf-b899-cb18ee1e5002,f1462cf3-3532-49d5-bd44-408c613f86a9,68.09,2022-06-07 20:29:15
50,94116516-fdff-4da2-ba1b-3acbab4e458a,2a46185b-4fd7-43e8-9dd1-6530f419fdb4,38.59,2022-03-17 03:10:45
51,31aaaff9-d503-412e-bcf8-910b4894ac71,6aed9c36-5d7d-4c61-b6e2-26a41cb92aa2,60.95,2022-02-08 13:42:20
52,0a6f646c-a5b8-48ab-a093-f28ddf47c8d7,207598e2-75d3-4157-9bd2-86430bd0c159,99.64,2022-03-29 16:00:05
53,716bcf70-4df6-4694-a8b7-094e98c89ee0,e1930962-a1f0-4b08-8458-9e9e5ed0b91b,46.81,2022-07-06 13:25:08
54,00fd8814-1074-4048-ab4f-334566c8aeda,964918ab-1c2a-4227-ba57-93465d693cc2,20.24,2022-07-02 04:53:55
55,5612c9cf-0c69-4d1e-81fe-483a46c60a56,ba34e993-51a0-4678-9baf-89c91e36173f,60.43,2022-11-17 22:40:53
56,5d94f28b-d24e-4b7e-9b52-480a6ce141ed,f8677a86-6ea6-431d-a33c-3635a5d4c64c,12.27,2022-08-03 12:54:05
57,4fc4e9b2-182e-4baa-bcab-ef6aac9e8708,f6420df4-6b8d-4ada-b953-c512a00b29e0,51.77,2022-07-14 08:02:34
58,82a34e4d-a6c4-454a-aa88-96f9bc18b7c4,8dbc360f-8f60-4e11-916b-3f1b2f8b7932,92.31,2022-12-13 14:27:42
59,9f150d11-3e3d-4db9-80d8-94bf39ddcae6,05caa45d-32aa-4220-9636-e8f4e822197c,83.57,2022-02-07 06:44:45
60,165762af-1886-47a3-94b2-28a9cf435863,96a59a35-1346-444f-b7e0-86b922a37f76,74.92,2022-02-05 21:24:28
61,03b6e898-8529-43ba-9f3f-c085dff6d29e,a3109620-a600-405d-b238-2d1cb75c87c3,98.9,2022-01-15 16:25:07
62,e9daf14e-856f-43b0-94b6-ad22a2398636,42f4c0b6-e01a-4e80-a28d-06c1ee63ab83,55.92,2022-05-26 00:51:50
63,dff27eea-d8d1-4cd7-8143-b6d6373758e8,ff630367-cdc1-40be-9e9a-8c18d9dae49d,22.38,2022-09-04 01:42:28
64,112f0f73-e505-445e-b780-acfde7ec0304,39b9a141-081e-4199-8681-84be4c222865,82.13,2022-02-14 06:03:39
65,ed1363fd-9b3e-4426-abed-55389a3228e4,fc2d6b3a-d773-477c-86ef-eb2c3bba13f5,95.38,2022-03-18 13:16:09
66,f12087bd-b118-4259-aea7-2af26a118c86,9422c318-b0e0-42f3-86f0-9679dac6a5c4,72.06,2022-12-11 02:50:05
67,ba8cd0a7-28a2-451a-b438-a0cdc06244a1,07c9ca10-6dac-49f1-b77d-fbbf88e73e40,57.6,2022-04-14 17:27:57
68,5592e597-d743-40ad-877a-a5b7bdb5c7d4,062ca37b-620d-403c-ad0a-355523ed01cb,37.32,2022-07-16 14:32:31
69,e3115b06-10ba-4f2d-99f7-c95bdbe9e85f,4655fa65-46f9-458f-81e0-3db2042f227f,19.96,2022-03-04 00:07:25
70,16279680-b595-4a46-9da8-af541d35bc24,fd41fa8f-3f32-4707-9cad-553817e51d2d,45.54,2022-07-19 12:07:09
71,d8467789-663b-47c8-b009-d82c94058056,8d17b59f-c7ee-4cc3-9497-d88aeeb06d03,18.72,2022-05-17 09:26:53
72,a7fe6ed7-0f7a-4c7d-a984-55019defb2a2,b3189a4e-d6fe-4c2f-a6dd-400367a70c33,59.72,2022-10-30 10:26:24
73,cca6ffbb-7a44-4c11-9d1a-62075a19057d,b4be6966-950f-4f21-8d0e-f1c425a83ef7,65.67,2022-05-02 01:08:40
74,b5070dd0-3f47-4cb7-8a32-272725ac7b34,f11d0b9a-71b7-4e29-b6a7-0b17b8931e7a,70.56,2022-11-23 06:53:25
75,92a58b9c-bc37-48a6-928e-9d7ed7f3200f,29b9d183-ce88-4ca3-bfdc-4d0f34b60d65,88.98,2022-10-22 19:48:38
76,c7289750-8c9a-4ba1-92a5-8d3247a16df3,2fd83c5f-e698-4fc5-9eb8-eeead2a66ad7,20.08,2022-11-28 06:09:04
77,ba26bd17-9027-4e36-a048-5e854c45ac19,dfaf6086-8b6d-4e9a-8c95-2a8a348cce78,56.61,2022-10-09 02:32:22
78,7772f72d-7913-4f65-a9ba-f55e9f4ca57f,0c0fef0f-e456-487d-b911-4ec9d829854e,70.67,2022-12-11 22:52:50
79,d29d6437-3518-465d-939f-3af376e0e2a8,db838483-d3c3-44d4-9845-821cb65adff5,54.45,2022-09-21 17:15:58
80,01190152-7d4d-460d-bbe5-c2f2215eadf7,302c4e39-ddc7-42a8-abab-4cdefd744ee6,28.45,2022-05-29 05:16:56
81,607f6b65-8d24-4b64-a534-42b8ba0e29af,b46b8e5a-f3e0-4945-bef0-dcc73c378fbb,76.86,2022-03-14 07:42:46
82,72e72125-8072-4ce3-b5e8-89492f10ee5d,e4dbc642-1ea3-4e39-9fd2-0180577a5c04,27.47,2022-04-05 19:40:52
83,6dc06d86-f707-47a4-be3a-2236c827ab08,be1e31aa-6c78-4243-8000-ae4c36d3d391,75.83,2022-04-12 08:57:23
84,c90e8079-7931-41df-beaf-72389261a2d8,21c1ea6f-4ae2-43ec-bff6-ead60c60a0f3,55.23,2022-06-21 08:37:21
85,48b79474-6663-4c48-afec-a9ef57b7e1e0,e24d45a0-b76f-4703-bb58-6cbb21521249,83.4,2022-08-22 14:02:19
86,5b7c5eab-9675-48fb-b9e2-bb7bfe7b812c,0cd7b3b7-c9b0-490e-b252-049713409da8,48.81,2022-11-21 18:10:14
87,ee429dbb-8781-4435-985b-6266b56f06f5,6ec68253-cdec-46bd-bd6f-302775c59c44,40.89,2022-05-27 09:17:01
88,363440bf-9bd8-4f11-ae0e-ad9cb92b8bf9,a561fdd8-cb6b-4e41-80fe-191bdee2619f,28.72,2022-08-30 23:26:19
89,ffa26e41-c9eb-44d7-87a5-beb4e14df91c,a3ddec54-ca7d-4ddf-9d72-21f990c7a761,17.53,2022-10-18 11:51:36
90,239ab543-8e9b-4f3b-92d0-6fe7b1d37ac8,a63b128e-8463-436e-99e4-b32b9ee6b84c,72.85,2022-07-14 05:43:26
91,5ecf6005-67f5-4ee4-bc0e-a107e7fcd6e5,7c24db5a-973f-4acc-a905-9a8f77aca49f,45.29,2022-06-29 15:21:56
92,eda5b406-f622-48e2-bb01-8b93c8c2b82c,d510c4fa-7c0b-43ab-b306-2aa56b484027,86.64,2022-08-16 19:14:47
93,cd5dfec3-6485-4e97-af10-6eb0e326de1a,5133e54c-0102-408e-8e94-9bdb636d786b,71.49,2022-11-21 09:15:22
94,ec6c96bb-f650-4b11-b3ec-c48b0320c593,cf52e501-9eef-4a2c-adf3-9a51e19bb5aa,86.03,2022-05-30 02:36:18
95,fa25c49d-6bf5-4752-9cdc-2d7201cbc3f6,2ddb7d04-4a93-45b8-b521-cb9d5447f06c,80.62,2022-04-08 05:46:47
96,4ee3fc27-a3f7-43c4-a1ee-2b881052cd75,4bba9cab-070c-4580-9b34-648a44b35a0f,97.55,2022-06-26 08:11:22
97,d7522e41-7e44-42d2-bf33-bdad99048954,4147549b-ac87-4328-8743-b3b71c31730e,78.92,2022-07-08 05:18:54
98,bf57925d-d24d-4d5a-9a43-c91c473b1c4b,7a00811c-7669-415e-8ee6-b3238475fc93,57.52,2022-07-20 18:17:05
99,bc9f973f-d6a3-4f91-949c-405e1c76d1f6,da06609a-8fd6-4590-91cd-d85e12d00d86,47.19,2022-03-26 20:39:56
0,0f268e90-cd31-4451-af84-530f61bcecfe,e38b1812-2ed2-4231-b580-af6ff8f273a5,92.06,2022-05-13 12:04:08
1,cb1a0b9c-4e9d-4bd0-bda5-a177df2d9521,ce6ce323-82d5-4241-8401-5287d40fb8ea,10.62,2022-02-03 14:19:18
2,c2011029-96b6-4cb6-9dff-527e07f0e984,7972f71c-230c-42f5-bf23-50c548851c0d,20.27,2022-04-19 15:16:14
3,463cba95-e157-40c2-a641-1f82d7818b11,1e42423d-79f0-4fe8-829a-4b0317106c5e,26.2,2022-05-02 12:28:32
4,97ddc95e-8bee-4149-a8c9-a862e1881493,055612d4-b6ab-4c0f-b3d9-3df509cb3fcf,86.19,2022-03-19 10:22:41
5,dd5896ef-ec4d-4a2a-a160-7a455afba86c,db1dbed6-fcbb-40c6-af55-782e81556889,11.34,2022-04-29 06:57:11
6,8a369b6e-d257-44d4-a61f-fa16aa89477c,00d14837-db42-4536-a9d9-247a9c3875a0,38.28,2022-05-08 15:44:15
7,d9fa2c04-225c-4dce-83c8-185319fa3839,23747627-a8e2-44d5-8587-6c7cf208a391,35.66,2022-12-15 03:28:03
8,33e64f67-ae7a-44af-8b46-7756549c7f2d,a6ee0935-4c54-47cb-8652-fab759ed212a,57.98,2022-01-21 19:10:34
9,dd7ca984-c3b7-4113-ae94-bc54facd7690,753aa69f-d75a-4522-bdb1-359646c8fd18,27.73,2022-12-14 00:11:38
10,e5771370-9402-4bfa-8993-0a163e7229f5,362c9820-3512-4b47-bcd3-b2e4dd9d9725,53.09,2022-05-31 07:02:15
11,ac701ab2-abdf-4f5b-a695-2e2728dec366,12b6ae1b-5c27-435f-b441-63a4fbd7770b,25.4,2022-12-03 14:47:05
12,1d314ef1-61d7-4a7d-90af-fad4cf89895d,e520a8f0-7a32-41ea-8823-0bfe8c5dce59,21.22,2022-04-28 09:11:15
13,04f6868b-8990-4524-b33d-c6171d799cbc,48aa3cc1-3a27-455d-a841-13b7ee7742ac,73.03,2022-05-28 01:06:29
14,2a188322-8a0e-4d12-a8c0-3a5353a39073,a2866f05-2fe0-449d-aeea-049ae566bcce,10.56,2022-01-20 17:25:19
15,e2a2f8ec-0486-4937-bebe-95a34cd0de54,a06b2429-6286-460f-b339-9206050197e4,28.18,2022-08-29 06:33:59
16,6c2133d3-76f0-4826-b321-11d214eafedc,a3c9f3de-a688-426b-9a6f-97fc637e0ffe,25.36,2022-05-29 06:17:08
17,0f27e9d9-cbda-4c83-a573-e0807bd3c2c9,67abf51e-58de-4d46-88ad-32169c285255,83.08,2022-08-24 18:15:05
18,397cc543-a091-480f-958f-681cbe4c9e03,d434304a-2b8e-42a2-a317-4508807546b9,42.46,2022-03-16 23:59:12
19,cc7934de-237e-4c5e-8b86-be2b8b6494fb,9b9f566d-7e3f-4860-8207-a0d1cc5f2d4d,13.17,2022-04-14 16:26:06
20,77a94268-1b9a-4799-83ef-06f59b546d7a,2fd83c5f-e698-4fc5-9eb8-eeead2a66ad7,93.91,2022-10-06 05:49:13
21,768a9647-d5ee-4059-a1d2-3f5ab254ee37,a22275f8-636b-4dae-83db-634609806e52,99.75,2022-12-08 20:02:16
22,5e30498e-15c4-490b-8a11-65f0324c3ed3,5d7be179-9ba0-4164-8e32-fcd043c85491,55.55,2022-07-14 07:24:22
23,e5aff351-ad6a-4037-bfd4-646349887c75,173c202f-0fad-4eaf-a105-ceb2c4c65f2c,71.15,2022-09-06 19:24:10
24,5fdba28f-8acc-47f8-8b4b-654b5caf8094,1f098d6d-62ae-4147-8cd4-cf0971e4a3b8,21.76,2022-12-01 23:26:24
25,263c88b1-5630-4b7d-bbbd-1bc8af23a2f1,84c4b962-753b-4436-95e2-198e9169da62,64.51,2022-01-18 19:30:55
26,e3ecbd02-df9c-4d70-82d2-b6b95058ca6c,856aefff-5b3b-4bfd-9eca-51f5722f623b,64.7,2022-03-30 09:14:45
27,e7c97f08-c379-4646-a4ad-2b26ff251d2d,2581994d-93d0-4818-8ffa-c437786fc601,14.68,2022-10-04 20:17:25
28,172c9d1f-cecd-412c-be7c-4b692f74f1a4,7bfc1b6c-8272-45bd-9a01-54fd1e97bc7f,29.92,2022-02-21 22:19:01
29,fd5056e0-6bfc-4cfc-b6dd-6c171e82bdfb,e4bed8e8-dae8-4833-9708-6bd7897c3663,10.3,2022-04-22 07:31:03
30,f6ffa79e-2f2c-4cea-b7f7-d7593831176c,a3fe8f12-6c91-425c-ba76-b1000cca4ae9,42.79,2022-08-15 13:31:32
31,61e56ff9-d91f-4b47-83d5-f13d4879e7b5,c36450bb-7f0b-4b55-8f99-4b4708bbedcc,96.63,2022-05-25 15:28:25
32,421bdd0a-4ae5-4c09-85a9-79648346bbd5,4ac08dbc-e914-422f-b7a5-4c1564a728e5,78.76,2022-08-01 12:55:00
33,d07922ae-7ffc-475e-aad1-07fb03caf02d,18a88c35-1483-4888-8026-6114356bf566,30.23,2022-06-25 08:01:39
34,d7355137-50cb-42b7-84bd-f308638608fc,ddf42967-572b-44f6-98ad-d44215ef7e2d,96.3,2022-10-26 01:51:30
35,4bb54e5e-8489-48b7-8296-a8104d7cd442,c2d157fd-a198-4ee7-b84e-f112e2f9a664,27.58,2022-05-01 09:28:01
36,5be22bac-fa64-4201-8c63-f550b06fab99,be0b0868-6896-4f31-aadc-ed633f08c9fa,88.98,2022-05-23 09:41:46
37,c8e7bcdc-d5a7-4ec0-bee8-77b90346eb8b,b2cc1036-0dbd-4057-ab77-27517910eb95,84.21,2022-11-21 15:15:49
38,151540a8-ec09-451e-9ec4-2540f44fa1c4,90294917-e350-4398-8a16-3891bffd2664,98.83,2022-06-19 22:56:21
39,b3fb1704-d65d-4120-a468-787122d60bf8,b4be6966-950f-4f21-8d0e-f1c425a83ef7,37.9,2022-04-07 03:23:07
40,32e2183e-dbde-4539-a26e-4eb43d1a6503,9620c9a9-c823-4bc4-920a-9fb55fc5e83e,16.34,2022-12-11 08:18:57
41,806ee11a-c295-4565-b41b-56da3d021939,40b97395-6bc7-4158-9fac-f363cc5be9d9,37.55,2022-06-11 01:56:30
42,5f81d054-cfe0-43aa-bb03-c0871c7cc91b,2b7bcf44-8a60-4d0d-bec5-d6f077a1933d,37.8,2022-12-18 07:38:35
43,8878a8ab-0fef-4fd8-8262-c3c4e731f270,9b6c4cfa-ba33-46c6-9974-0824252457ef,83.41,2022-02-12 15:39:08
44,2bc04ce2-8bfc-48a9-9ac4-fa11227265be,1304848c-6b6e-4f6f-8cf2-a92986b7e28f,71.71,2022-10-31 00:36:22
45,b0c20d5b-258f-482d-beb4-f9f5b9682231,2c716558-5f62-4ce5-9b9c-12d891e90e04,99.6,2022-08-21 13:50:45
46,2999d02e-7e0d-449d-a778-2b5dc35b8ad3,78bbc5c9-c98a-4e6d-ab3b-560d570ce18f,19.83,2022-12-19 14:11:36
47,5ffc76d6-6f35-4722-a533-88be47d66de0,fa25c49d-6bf5-4752-9cdc-2d7201cbc3f6,21.26,2022-08-06 20:16:55
48,1e689a68-81ad-4cbe-97aa-b08398087994,8d76d590-2404-4799-969a-0b3f0e6e5c1f,93.81,2022-06-25 13:39:56
49,4c7c3596-2093-4208-bdca-de7e20088989,193384f5-6bfa-4b8e-baa1-fb3635b0e031,63.07,2022-05-17 15:08:09
50,6e32f56f-85b0-413f-b3ca-b8773e9fa478,45f38239-4924-4967-9cb2-eeba12e346dd,46.06,2022-06-13 21:13:42
51,9bda20e7-5e50-443b-8249-a90fb5b1a947,28423f99-9be6-4eb0-bd0d-4da19f4dfb6a,60.43,2022-01-29 21:09:25
52,87042113-c1e2-4b5c-9610-9f3989777a7d,ee09c2ba-5131-4a89-9368-d44e2c181aa4,28.08,2022-05-29 10:36:07
53,8d9b5388-5498-4d6f-bff9-b87356d10a6c,c9feb041-6912-485d-8a7c-ad3106a6c52c,63.24,2022-02-01 04:35:44
54,df7193ab-a5b3-41b8-8dac-404c7fe14d7b,a75e6552-d417-44ed-95be-d4a56e4cf1c6,44.18,2022-02-02 02:44:44
55,ebe875e2-f340-4938-a23c-34c8505c4eb1,dfc1a549-5407-4d21-a2fc-afa940a8f7ce,98.01,2022-05-09 17:29:36
56,e5e6f6f3-10ca-4b55-a7fc-3c65f6dbd0ec,964918ab-1c2a-4227-ba57-93465d693cc2,80.06,2022-02-19 11:36:51
57,9c5006b9-aab8-43dc-b6cd-a1fa7fcff2e8,0c054fb2-e2b7-412d-82db-bd006a20dc52,15.95,2022-12-19 08:20:07
58,c88f94ed-20f4-4819-b988-660aba5f5907,f7a4849b-0247-4d0a-8684-0acccb1e2577,91.12,2022-04-22 06:33:39
59,9ef1dba9-6570-4a92-8590-db2fc5c8311d,2581994d-93d0-4818-8ffa-c437786fc601,54.05,2022-09-02 09:58:23
60,7669e90e-4b82-4c79-a23a-69dd7e1e13e6,e57a6554-359d-4ccc-a253-c4fd505b5441,84.31,2022-03-02 20:53:26
61,dfdfeeeb-a752-44ce-862b-5464c7f5ef9f,0d06ab55-8773-4c81-bf0d-d8ab4152c879,91.77,2022-12-14 00:31:28
62,87b97b03-ba68-46c6-87fa-7845ec7f71e4,39f629cc-e3fc-4545-8443-668650193b41,26.83,2022-08-20 09:51:54
63,20a3487e-6564-4092-87cc-70cca174a83e,94a82cf9-8a3e-489a-b75b-51b79de96ae8,12.83,2022-10-23 16:18:11
64,621ac59f-aa82-4edd-a791-f3ae84c17c28,1e5df9d7-f00b-4672-a164-f57401158ed0,84.97,2022-09-16 00:15:15
65,f839c4d5-1c09-49cd-9193-5a8e987b1054,fcad0f5b-20db-47d3-82c3-3e561c5d64a0,15.87,2022-03-31 00:12:34
66,5a732790-40ab-4260-bcc9-75620c76f597,50528134-ad7a-4c52-9325-b04a91e4da65,95.76,2022-08-20 03:55:22
67,0028fd17-64cd-45d2-a8b7-55d03c993a16,63143433-9f16-46ad-a78a-28434d7c867a,12.99,2022-03-06 04:19:07
68,5c99091f-10a4-4082-a237-eff15584cee6,c94bd596-dc31-4991-a693-ca14929bbc11,66.74,2022-02-02 00:58:57
69,d378451c-ff1c-47dd-be21-a732cc01adb8,90294917-e350-4398-8a16-3891bffd2664,43.55,2022-06-22 19:35:06
70,fd9a05c5-0a9d-4fae-a1f8-4e4d5227a743,b2399b60-1dda-4492-84a2-bf69125c28cf,87.55,2022-01-07 16:43:39
71,f270f10e-377d-4f87-8cbc-bdd7345ec000,2ddb7d04-4a93-45b8-b521-cb9d5447f06c,66.21,2022-11-01 10:54:09
72,e838ddfc-c800-4879-a8e5-b8626f051a83,8c67ffc4-b3b4-49d6-97ea-dd5b26b4b475,61.08,2022-09-12 19:03:55
73,aaacc985-6d6e-4b97-85cb-bfedba0a59e2,1e42423d-79f0-4fe8-829a-4b0317106c5e,33.05,2022-06-10 06:29:48
74,f7c9cb1c-e1d3-4947-ba2a-e8b7abddbf49,1b8d52d4-09c3-4c51-860d-07ca8889302f,45.71,2022-01-29 10:49:09
75,dd93c948-fca6-4fc5-800c-b9ab9f680672,52cf379e-2cc1-41e8-a14b-3800b219d2e8,57.81,2022-10-06 21:21:35
76,63ffab94-05a4-4b0f-b7df-6b5cdd217fa8,173c202f-0fad-4eaf-a105-ceb2c4c65f2c,95.12,2022-02-21 22:38:14
77,dc97a4a8-bcc2-4661-a1e5-fc478a2679bc,4cad9de5-bdc2-473d-af1d-7d4540fbd05a,35.68,2022-06-11 02:48:25
78,c72d39e8-b72d-4799-8190-058fcc19b555,5fc1bc57-9300-4953-87ec-d7cc0f29e763,41.7,2022-08-18 02:46:19
79,55d789f2-be64-44bd-b467-479e2b5d0011,35e0f06a-26f4-4f7a-95af-9b85eed3b565,90.75,2022-05-17 03:38:04
80,74b794c9-6246-4b6d-825b-75455c8106e9,e2bd9dbe-48d8-4b63-9878-501029f06636,54.5,2022-08-11 21:19:31
